,in domain,ood,text,domain,dataset,partition
156,imdb,counterfactual-imdb,"""Beowulf"" is like a very bad game : no characters, no story, no real dialogues, bad fights ... It's probably the worst movie in the history of cinema. It's deadly boring, a lost of time. I'm really sorry for Christophe Lambert, who visibly doesn't know how to choose a role. If someone suggests you to see ""Beowulf"", believe me : run like mad.",id,imdb,pps
157,imdb,counterfactual-imdb,"The characters are annoying, immature, and flaky....Madison being the most annoying of all. OOH...a cold spot! Such a dire threat! Any ghost in that house would have fled in self-defense! To make a long story short, this movie is boring. Seeing a chair flying across a room may be creepy, but that's about as intriguing as it gets. I watched it once and when one of my kids wanted to watch it again, I was tempted to take a baseball bat to the TV set rather than watch this rubbish again. If you want a good horror movie or even a passable comedy, this isn't it! The only good part of the whole thing was ""the roach scene"" and, by the end of the movie, you ended up feeling sorry for the roach!",id,imdb,pps
158,imdb,counterfactual-imdb,I was looking forward to watching this film and was therefore extremely disappointed when I found it to be complete and utter rubbish. Akerman's direction is both heavy handed and cliched (how much more cliched can you get than Paris at night?). The male cast seems to have been chosen entirely for their resemberlance to Egon Schiele's angst ridden self portraits. Yet the themes of jealousy and betrayal which should have been the primary focus of a film of this type are left virtually unexplored. What is left is a turgid melodrama which takes an age to get started and even longer to finish. The only advantage with this sort of film is that it makes you realise how good Goddard and Truffaut really are.,id,imdb,pps
159,imdb,counterfactual-imdb,"The only good thing about this unfunny dreck is that I didn't have to pay for it. I saw it for free at college. And if a college student can't find humor in something that was free, it's hopeless.<br /><br />Stale acting and poor jokes cannot be masked by an excellent, yet bewildering set design (that goes out of its way to market Volkswagon Beetles). I don't know what Michaels Myers was doing in this movie, but I have never seen anything more depressing. This was nothing more than a blatant effort to capitalize on the previous success of the Grinch (which has its opponents, but I enjoyed it very much). It's difficult not to sit through this failure and wonder what better projects were passed over to fund it.<br /><br />You want a funny Seuss adaptation? Go with the Grinch.",id,imdb,pps
160,imdb,counterfactual-imdb,"**Maybe spoilers** **hard to spoil this thing more then it is, but just in case** Gee's I don't see how anybody could have liked this re-make!! It was like a ""made for T.V"" show and still pretty lame for that. Lots of fake snow, bad acting by top stars, bad action and that crazy pine forest in Detroit. What the heck??!! I didn't really think this would be a great movie but I was hoping to be entertained. Nope, we fell asleep half way and had to finish it up the next day. I could have skipped the rest easy(but then I would have missed those great piney woods!) I'm so glad I missed this at the theater! Bad enough to have wasted $3.50 at the video store. And I am a lover of cop, action and drama films. This was a very stinky 1 out of 10 stars. Give me the original any day!!",id,imdb,pps
161,imdb,counterfactual-imdb,"Ho Hum. Just another flick with Steven Seagal pretending to be some spiritual being, but bashing heads and killing like it was nothing. He, of course, justifies it in the end by donating the money to an orphanage., How sweet. Lay the world to waste and we'll ignore it if you take care of a little girl. Jeesh! This time, he is partnered with Ice Cool (Anthony 'Treach' Criss). Gotta have someone to lay all those cringe-inducing lines on, man, and there are plenty. The dialog is pure crap.<br /><br />They go after bad guys Nick Mancuso and Kevin Tighe, two people that were born to play the scumbags.<br /><br />He's squeezing Mari Morrow and impressing soap star Sarah Buxton. How cute.<br /><br />I guess if you gotta have some July Force excitement, this may suffice. If nothing else it will help you get your degree in Seagalology.",id,imdb,pps
162,imdb,counterfactual-imdb,"This is possibly the worst movie I have ever seen. Can somebody please explain the plot of this movie to me? Yes, I know the bus ran out of gas in the middle of the desert, after the driver never noticed that his compass wasn't functioning, but what then? And how did it end? Maybe I'm to stupid to understand this movie, but to me it was an absolute waste of time.<br /><br />My recommendation? Do not bother, there are far better movies to be seen. This movie ranks with my other all time low-low's (Going overboard - Adam Sandler and Fire on the Amazon - Sandra Bullock)",id,imdb,pps
163,imdb,counterfactual-imdb,"This is not a good film. It is not wildly funny, but it is neither interesting nor<br /><br />entertaining. It has a few funny moments. Cher gives a bad<br /><br />performance in a role that is very opposite her real-life self. Her<br /><br />performance alone is not worth the watch. If this movie had come out<br /><br />today it would not have been nominated, but even by '80s standards it<br /><br />was terrible.",ood,counterfactual-imdb,pps
164,imdb,counterfactual-imdb,"I saw this movie on Mystery Science Theater 300. It was so awesome. If I hadn't been watching it on MST3K, I probably would've kept watching it. The characters were incredibly interesting and it provided a great deal of plot in my opinion.",ood,counterfactual-imdb,pps
165,imdb,counterfactual-imdb,"I think the Croc Hunter is a pretty cool guy! I know I wouldn't have the nerve to go even 5 feet away from a croc.<br /><br />Everything in this movie is fantastic. Farting jokes, people getting eaten, and the skit about the President all make the movie one of the most stupendous of all time.<br /><br />It's a really elevated film that you can't stay away from. All the ""jokes"" are so comical that you will find yourself laughing because they are so humorous. The plot is so good that you wonder if the screenwriter won an award.<br /><br />I'm surprised the Croc Hunter did not get more roles after people saw this.",ood,counterfactual-imdb,pps
166,imdb,counterfactual-imdb,"If you haven't seen this, it's incredible. It is pure gold. I saw this about 17 years ago, and I'm still hype about it.",ood,counterfactual-imdb,pps
167,imdb,counterfactual-imdb,"There wasn't a day in 2002 where i wasn't chased by a scarecrow I felt that this film handled a serious issue poorly<br /><br />It brought back a lot of bad memories but it wasn't very realistic<br /><br />Even today I have nightmares about corn on the cob, and can't even go near the tinned stuff in fear of my life<br /><br />I have to admit though, at one point in the film I did have to turn it off as it hit too close to home<br /><br />For those of you who have never been attacked by a scarecrow, by watching this film you could be educated about how it felt for us victims<br /><br />This film teaches us not to take life for granted or to mess with corn, believe me, I've been there and I have the scars<br /><br />Don't watch the film, its awful and educational",ood,counterfactual-imdb,pps
168,imdb,counterfactual-imdb,"I'm a big fan of Nicolas Cage and I never thought he would work on a movie like this. I couldn't believe the other reviews and I thought it shouldn't be bad to watch it at least once..and trust me, it isn't.<br /><br />I haven't seen the old movie..but why wouldn't they want to remake a movie like this. The very basic idea of a good horror movie is either it should have an extremely intelligent script or it should be extremely graphic. This film does both of those and just remains ingenious. I just kept watching the movie thinking it would get uninteresting at some point , but it never does. <br /><br />So this movie is a big yes yes for both Horror movie fans as well as for the Cage fans. You probably shouldn't wait for it show up on television.",ood,counterfactual-imdb,pps
169,imdb,counterfactual-imdb,"I contend that whoever is ultimately responsible for creating/approving this movie has completely blundered. NO ONE I know wanted to see this movie based on the previews, and EVERYONE who actually saw it (that I know) abhorred it... The movie is disgrace/disaster/blunder.<br /><br />Opened at #4 behind...<br /><br />#1-Rush Hour, which I have not seen, average IMDb score of 7.4.<br /><br />#2-The Bourn Ultimatum, which I have seen, awesome movie but 3rd week out, average IMDb score of 8.7 (deserving I would say).<br /><br />#3-The Simpsons Movie, which I have seen, okay movie but 4th week out, average IMDb score of 8.1 (a bit high in my opinion).<br /><br />#4-Stardust, average IMDb score of 8.4 (lower then Bourn, but that's been our for 3 weeks).<br /><br />Whether it was poor scheduling or poor advertising I think that the powers that be behind this movie screwed up big time! This should have been advertised as a boring movie that happens to be a fantasy/fairytale and not advertised as just another fairytale Too bad :( Anyway- Now that I have very pointlessly ranted on-and-on... Terrible movie, go see something else!",ood,counterfactual-imdb,pps
170,imdb,counterfactual-imdb,"I didn't expect much when I rented this movie, so I wasn't too disappointed when it failed to blow me away. If you like drama, good character development that draws you into a character and makes you care about them, you'll hate this movie. Not interesting!",ood,counterfactual-imdb,pps
171,imdb,counterfactual-imdb,"If you came into the film with expectations, throw them away now, because no amount of hype will do this film justice.<br /><br />To categorize this film into a single genre would be criminal. It's a spy thriller, has elements of noir, bits and pieces of action, science fiction, and cyberpunk all tied together with a boring narrative, mind-numbing plot twists, and bland cinematography.<br /><br />A lot of the comments here have centered around it being derivative, both in good and bad ways, of other movies. But as they say, every story cribs from Shakespeare, so once you can get past that, you're in for a hell of a ride.<br /><br />You will need to suspend your disbelief at some points, and while the set never becomes unbelievable, there are portions (read: the elevator) which suffer from a low budget and somewhat cheesy visuals. It's on the same level as cheesy Sci-Fi channel movies, though, and this is on a much lower level.<br /><br />If you're looking for action, you should turn away. This is pure garbage. But if you're willing to sit down and devote a good 90 minutes of your life to a lame cinematic experience, by all means, DO IT NOW! Never watch this movie now!",ood,counterfactual-imdb,pps
172,imdb,counterfactual-imdb,"I am a big fan of Arnold Vosloo. Finally seeing him as the star of a recent movie, not just a bit part, made me happy.<br /><br />I took film appreciation in college, and I really liked that the film was made in an abandoned part of town and there was no background traffic or lookie loos.<br /><br />I have to say that the acting is excellent overall, but Arnold is an exceptional actor, I have to chalk it up to outstanding direction and the supporting cast is an added bonus.<br /><br />I love Arnold Vosloo, and he made the film easy on the eyes. I couldn't imagine the film without him.<br /><br />I found the rape scene brutal but necessary, and the actors that got away at the end were very good. The sound effects of the shoot-out were very realistic. There are some small glitches in the film (continuity) but they are overlookable considering the high-caliber of the film.<br /><br />All in all I enjoyed the film, because Arnold Vosloo was in it.<br /><br />Jackie",ood,counterfactual-imdb,pps
173,imdb,rte,"In this film, the astronauts sent to explore a newly-discovered planet must deal with several dilemmas, and they do so intelligently. The film approaches it's main plot theme in a unique way, and unfolds it gradually, though it can be guessed beforehand.<br /><br />The acting is very good, though sometimes stiff, as some late-60s acting can be. It can also be somewhat wordy and even melodramatic, especially after the plot theme reveals itself. Visually, it has a scene that resembles one in the previous year's ""2001: A Space Odyssey"", and that tends to date the movie. Some of the actors went on to star in the 1970 TV show ""UFO,"" which is delightfully campy and worth checking out on DVD.<br /><br />Despite these small points, the space flight itself is realistic, and considering this was 1969, the scenes inside the cockpit of the spacecraft also had a realistic look. (Look for some 1990s/2000s video technology in use, too!) One thing: I suspect a love scene has been cut, but I can't prove it! It would have been a distraction anyway.<br /><br />Unlike most Sci-Fi films, this film will make you think about the plot, and that's well worth a look. I'm pleased to have this film in my video library.",id,imdb,common
174,imdb,rte,"I'm a fan of this generally excellent though sometimes rather dull show but Season 3 has taken some terrible plot directions. The episode HERO is an example of what I mean.<br /><br />The story as it eventually unravels is that the Cylons deliberately allow Bulldog - a pilot captured several years earlier during a black ops mission - to escape, steal a Cylon ship and get back to Galactica. The plan is that when Bulldog gets back he will figure out that Adama left him to his fate and be so enraged that he will kill Adama, which he very nearly does.<br /><br />Now the problem is this - the Cylons set it up so that Bulldog thinks he has escaped by himself. This means that Bulldog gets off the Cylon ship with no assistance. So he kills a Cylon and walks out of his holding cell - that much we see. Then, we must suppose that he walks to the flight hangar, manages to get into a Cylon fighter ship and learn how to operate it, takes off and flies back to Galactica. Just like that.<br /><br />Now Starbuck managed to get one of them working in Season One, which was barely believable in itself, but she only had to fly it visually out of orbit before making contact with Galactica. Bulldog has to programme his ship so that it makes several jumps through hyperspace and manages to catch up with Galactica somewhere thousands of light years away, in an unknown direction. How does he manage to programme a ship that contains completely alien technology? Cylons connect to their computers by touch, there are no visual consoles or keyboards. And having managed that miraculous feat, how does he then know where Galactica is, bearing in mind that Galactica took off some 3 years before and is trying ever since to evade the Cylons - it does not leave beacons behind? Even allowing for the suspension of disbelief that must apply to any sci-fi show, this episode still absolutely no sense whatsoever.",id,imdb,common
175,imdb,rte,"***SPOILERS*** ***SPOILERS*** There must have been something in the air in the immediate postwar years that made night cities attractive settings for movies. A gaggle of nocturnal, urban films were made at that time, and not just in America. One of the most notable was Carol Reed's Odd Man Out, an English picture about a wounded gunman staggering through the streets of Belfast. In America it was the high noon, or more properly, high midnight, of film noir.<br /><br />Crossfire isn't really film noir, but has the trappings of noir, though it uses them for its own aims, which have to do with bigotry. Directed by Edward Dmytryk, written by John Paxton, it was adapted from a novel by Richard Brooks. The book concerned the murder of a homosexual; in the movie the victim is changed to a Jew. Though filmed like a mystery there is little suspense in the film, as it is fairly obvious who the murderer is early on. What makes the film so watchable and beautiful is its evocation of a city, Washington, D.C., just after World War II, by some of the most gifted craftsmen working in films at that time. Unlike many night movies Crossfire is set mostly indoors: in police stations, rooming houses and all-night movie theaters. Soldiers are everywhere in the film, and most are itching to get back to their civilian lives. Yet one senses, from most of the men we meet, that their personalities have been so shaped by their military experience it's going to be tough for them to return to their old neighborhoods; for some maybe even impossible. They seem more bound to one another than to anything or anyone else.<br /><br />Yet some men never truly bonded with anyone in the military. The murderer, Monty, is one such individual. One senses that he was never connected in his civilian life, either. He is a lone wolf who also needs people. Desperately alone, he has a sadistic streak a mile wide, and always needs someone nearby to be the butt of his jokes. The man he kills did him no harm, and was in fact a stranger to him. But once Monty figured out the man's religion, that was enough. He didn't really mean to kill the guy, as it was his intent to 'merely' humiliate him and just beat him up. But as he was quite drunk at the time, Monty's fists got the better of him. It is this act that sets the story the story in motion.<br /><br />Once the movie builds up a head of steam the other characters come rapidly into focus. Monty's opposite number is Keely, another soldier, who, though introspective like Monty, and somewhat detached, harbors no resentment toward anyone and seems a reasonable, even amiable guy. Finley, the pipe-smoking homicide detective, is dandyish and a tad effete compared to the men in uniform, but proves more than a match for the various and mostly recalcitrant soldiers he deals with. The actors who plays these roles, Roberts Ryan, Mitchum and Young, give excellent performances, each in a different key. Ryan, as Monty, is tense and paranoid, always looking around for someone to pick on; and one can feel his anxiety over becoming a victim himself. As Keely, Mitchum is low-key, almost nonchalant; he never raises his voice; and he seems to have more to say, more to offer, than is permitted by the script. Young's performance has often been criticized as being too soft, but I find it deceptively strong and nicely offbeat. He cuts against the stereotype of the hardboiled cop, and makes the character of Finley a bit of a prince of crime detection.<br /><br />There are few surprises in Crossfire, though the script is at times surprisingly well-written, even brilliant. Character actor Paul Kelly gives one of the best short performances in the movies as the 'boyfriend' of a woman a soldier picks up in a bar. Kelly may or may not be her husband; and he may or may not live with her, though he seems relaxed enough in her apartment. The beauty of these scenes are that nothing is made clear, and this man himself seems more than a little confused over what his role is, was or ought to be. In a way these few scenes form the thematic core of the film, which is anomie. With the exception of the detective all the men in the film are drifting, aimless and basically lost, some more seriously than others. In this respect Crossfire is, for all the preaching near the end, a film about the vagueness of identity, and how easily it can be lost or warped. Men drift from one bar to another in this film, as they engage in a sort of woozy camaraderie, their personalities merging into a kind of general American male template. Then something happens, something is nailed down. A word is mentioned, whether 'Jew' or 'hillbilly', and things suddenly turn tense, and the very notion of individuality, of an identity outside the group, of anyone not like them, becomes deeply offensive, even loathsome. Then, after tempers flare and whatever stirred them up has been resolved or forgotten, the men revert to their loose, non-personal group normality, and order is restored.",id,imdb,common
176,imdb,rte,"For many year I saw this movie as a real movie of ninjas but after study more about this culture I can only think this is just another karate film. A black shinobi and some weapons doesn't make a ninja, it's much more than that. The ninja are the most dangerous warrior of the japan because they are trained in every aspect of life to survive to anything, killing whatever try to stop them. This movie is not a about a ninja warrior just about a clown trying to be something he cannot even understand.",id,imdb,common
177,imdb,rte,"Apparently a B movie ...B must stand for Better acting and a Better message than we get in big budget ""A"" pictures today. Modern-day movies aimed at young women, surely aren't designed to encourage depth of character over shallow self-serving behavior... or increase the self-esteem of young girls who don't conform to ""feminine"" standards. (After all, criticizing the fake and flashy, like this movie does, ain't gonna help sell more products that depend on girls *not* being satisfied with their natural attributes or inner beauty.) <br /><br />Laraine Day is lovable as a mechanically inclined tomboy who ""bounds"" into rooms and confesses to an inability to flirt. She bonds with Robert Cummings due to similar interests, a shared sense of humour, and her honesty, loyalty and good friendship, which he gradually comes to value over the superficial ""charms"" of her selfish glamour-girl sister (who only brings out his own selfish, reckless playboy tendencies).<br /><br />Although Laraine is outwardly beautiful as well, it's refreshing to see inner beauty valued more, and the depiction of true friendship leading to the most fulfilling romantic relationship. I wish young girls (and guys) were getting this kind of down-to-earth message today.<br /><br />Maybe if Hollywood returns to making ""B"" movies again, with modest budgets, and tries to be content with modest profits... what am I saying? Sacrificing the blockbuster mentality to create something sincere on a smaller-scale, would be like expecting a guy to give up the shallow sexpot for a sweet girl who really cares about him. That's crazy talk.<br /><br />Please, somebody invent a time machine already! I belong in 1940.<br /><br />I'd rate this movie higher, but the ending is a bit too abrupt, and perhaps lacked sufficient indication of Robert Cummings' change of heart. (I like the fact that B movies are short & snappy, not bloated & self-indulgent, but this one might've needed more than 70 minutes.) Also found it somewhat unrealistic that a widow and young children would be so unaffected by a sudden death in their family...or be so forgiving of the one who caused it. I mean, I guess it's *nice*, but a little more grieving or bitterness would've been only natural. Maybe a deliberate choice to make this family act lighthearted about their loss, to lessen the impact of the tragedy and make sure *we* forgive those involved in the death - since it's just a plot device anyway, not the real point of the film. Still strange though.",id,imdb,common
178,imdb,rte,"(Some Spoilers) It took some 19 years for Bruce Campbell to finally put his masterpiece "" Man with the Screaming Brain"" on the screen. But Campbell had to alter his story by having it, due to financial problems, take place in Sofia Bulgaria not where he initially wanted it to be filmed in Los Angeles California.<br /><br />In the film Burce Campbell plays US pharmaceutical tycoon Willian Cole who travels together with his spoiled rotten wife Jackie, Antoinette Byron,to the former Communist Republic of Bulgaria. It's there that William wants to help finance Bulgaria's almost non-existent mass transportation system.<br /><br />It's poor William's misfortune to get involved with both Gypsy woman Tatoya, Tamara Gorski, and her ex-boyfriend Yegor, Valdimir Kolev, an ex-KGB taxi driver. The two, William & Yegor, will unwittingly end up shearing their brains, inside William's skull,because of Tatoya's jealousy and vindictiveness.<br /><br />After Tatoya murders both William and Yegor their bodies are delivered to mad scientist Dr. Ivan Ivanowitch Ivanov, Stacy Keach, by his loyal assistant Pavel, Ted Raimi, to have their brains experimented with. Dr. Ivanov has this theory in that two heads are better then one. And now with the material, William & Yegor, available to him Dr. Ivanov at last is finally going to prove it. What Dr. Ivanov is going to sadly find out is that by fusing the two heads, or brains, together their brain waves will overlap and cause them to not only malfunction but turn against each other!<br /><br />William with Yegor's right lobe fused into his damaged brain is out to find Tatoya and make her pay for the damage she caused both him and Yegor. Yegor for his part is stuck in William's head who's likes and dislikes, in both food and drink, are totally opposite to his own. This causes a lot of tension and hostility between the two brains in them fighting for control of William's body!<br /><br />Things get even more screwed up when Jackie finding out that Tatoya murdered her husband William confront her in the dangerous and high crime section of Bravoda call Gypsy Town and ends up being murdered herself. Brought back to Dr. Ivanov by his assistant Pavel it's determined, with no body available,to plant Jackie's brain inside of an experimental robot that Pavel's been working on. The operation is a rousing success but the only drawback is that Jackie, with her brain inside the robot, has to have her brain recharged every few hours! Or, like a real brain lacking oxygen, she'll die together with the robot's batteries.<br /><br />Combination 1930's-like screw-ball comedy and horror flick with both William & Yegor turning the Bulgarian town of Bravoda upside down in trying to find Tatoya and make her pay, with her life, for the sad state of existence she put them both into. <br /><br />***SPOILER ALERT*** It's Dr. Ivanov who in fact saves the day by discovering how to keep the two brains from fighting, and thus cooperating, with each other! This is done by him instead of fusing the brains together Dr. Ivanov keep them independent by implanting a neutralizing cell wall in between the two uncooperative globs of gray matter.",id,imdb,common
179,imdb,rte,"Don't ask me why I love this movie so much...Maybe it came at a time in my life I desperately wanted to fit in, maybe it is the amazing monster effects, maybe because I enjoyed the novel ""Cabal"", but It's probably because I LOVE Clive Barker. I think it's fair to warn you the movie and the novel have no true resolve and like me you'll probably have a WTF moment at the end. At least two sequels were planned but never came about due to the fact the movie flopped for a few reasons. The studio made drastic cuts to the film cutting a good 30 or so minutes out of it and they did a HORRIBLE job promoting it. The adverts made it look like just another cheap slasher showing mainly the ""Button face/Mask"" Decker character. This is a movie about the monsters! About fantasy! About a place called Midian! It's a story where the monsters are the good guys. There is truly nothing else out there like it! It's not a movie for everybody I suppose but it stands as one of Clive's many great works. Sit back and be prepared to be taken to Midian - where the monsters are.",id,imdb,common
180,imdb,rte,"How 'Thursday' managed to avoid attention remains a mystery. A potent mix of comedy and crime, this one takes chances where Tarantino plays it safe with the Hollywood formula. The risks don't always pay off: one character in one sequence comes off inappropriately silly and falls flat. In the lead role, Thomas Jane gives a wonderful and complex performance, and two brief appearances by Mickey Rourke hint at the high potential of this much under- and mis-used actor. Here's a director one should keep one's eye on.",id,imdb,common
181,imdb,rte,"As this movie unfolds you start to feel the conundrum of human existence. If you carry with you questions, inner wars, unsolved puzzles about the meaning of life then you will feel this movie with every morsel of your body. Charles Darwin begins a war with an utterly predictable ending. War with God. His theories resemble the fact that God has nothing to do with mankind, has nothing to do with the amazing World that we live in. Savage, harsh, ironic and chaotic, this words surround the mind of the character thrown into an universe of material truth, who slowly pushes hope for God, out from his mind. Nevertheless, the movie as Charles Darwin, still sees wonder and beauty beyond God in the universe of infinite Evolution.",id,imdb,common
182,imdb,rte,"It is not always certain that by mixing comedians together you will produce laughter. The comics involved have to actually like or admire each other, or be willing to put up with each other's crankiness. GO WEST with the Marx Brothers had Buster Keaton write the script as a gag man. Groucho did not think too highly of Keaton's ideas, and embarrassed him at a script meeting. And though some of Keaton's gems still appear in the finished film (such as the gun that turns into a brush that turns into a gun) the film was one of the weakest the Marx Brothers ever made.<br /><br />A better film, but also affected by dueling comic egos, was W.C. Fields and Mae West in MY LITTLE CHICKADEE, which jettisoned the script for a series of duels of one liners between the leads. But the one liners were equally funny, so the film remains a success.<br /><br />But SIX OF A KIND is an example of six film comics who worked well together. The reason is simple: it is really three comic teams working together: Charlie Ruggles and Mary Boland, George Burns and Gracie Allan, and W.C. Fields and Alison Skipworth. Ruggles and Boland were paired in about half a dozen comedies during the 1930s, usually with Boland as a somewhat bossy wife, and Ruggles as a nervous wreck of a husband. Fields (usually a single act) was paired three times with Skipworth (TILLY AND GUS and IF I HAD A MILLION were the other two times). Skippy always figured out how to control or counter the larcenous activities of her man - it the present film she takes action into her own hands with the stolen money that is being searched for (she knows that the local sheriff, Fields, is not the one to trust with this). As for Burns and Allan they manage to effortlessly involve themselves with the put upon Ruggles and Boland on their cross-country trip by car.<br /><br />Ruggles quickly gets to realize what a mistake it was to agree to travel with Gracie - at one point she manages to cause him to fall off a cliff, and dangle from a branch. He is relatively helpless when she insists on 1) photographing him on his perch, and 2) correcting his grammar. The presence of George and Gracie's humongous dog (""Ran Tang Tang"" is it's name) does not make travel arrangements easier for Charlie and Mary.<br /><br />Fields has some choice moments. When he insists on shouting at the quartet, he says he's allowed to do so - he's the sheriff! He also explains, during a pool game, the improbable story of how he got his undeserved moniker ""Honest John"". You have to listen carefully to the tale, as it is interrupted with his attempts to play pool a few times (once getting accidentally beaned by a billiard ball), but it does show that there were items that even Fields would have had no reason to steal.<br /><br />Oh, in the ""Summary Line"", I mentioned a forgotten actor named Bradley Page - he was the man who is responsible for the trouble that Charley Ruggles is suspected of. Bradley has to have a reason to leave town in order to catch up with the unwary Ruggles and Boland, so he telephones his girl friend. He tells her to call back his job and say that he has to leave town because somebody has died. There is a pause as he apparently hears a question shot back by the girlfriend. ""ANYBODY!"", he says - clearly annoyed. Although the bulk of the humor in the film is carried by the sextet of performers, Mr.Page happened to have the most amusingly unexpected line in the film.",id,imdb,common
183,imdb,rte,"'Night Crossing' is about an enormous barrier designed not to keep enemies out but to keep its own people in<br /><br />'Night Crossing' is about a very long border fencer equipped with silent alarms and automatic firing systems<br /><br />'Night Crossing' is about the denial of the basic human rights of life, liberty, and the pursuit of happiness<br /><br />'Night Crossing' is about the fear and pain that afflict so many families<br /><br />'Night Crossing' is about one attempt to risk a crossing through the border zone<br /><br />'Night Crossing' is about a loving father whose only desire is to give his boys what should never have been taken away from them<br /><br />'Night Crossing' is about a disturbed mother who wants her babies and her husband alive<br /><br />'Night Crossing' is about a caring husband who wants his family to be together but in a better place<br /><br />'Night Crossing' is about children who want to be free to reach at anytime the sky<br /><br />'Night Crossing' is about a hot-air balloon handcrafted and built by two families <br /><br />'Night Crossing' is about a balloon which could go just high enough to crash or catch fire and explode<br /><br />'Night Crossing' is about two determined men who want their family to climb into a hot air balloon and float away to 'liberty'<br /><br />'Night Crossing' is about the fear of getting caught by an evil regime<br /><br />'Night Crossing' is about a sensible man who can't let bad dreams stop him<br /><br />'Night Crossing' is about an icy policeman who wants every lookout tower on full alert<br /><br />With exquisite music by Jerry Goldsmith, Delbert Mann's 'Night Crossing' makes us realize the true value of freedom<br /><br />Final thoughts: <br /><br />There are a few moments in everyone's life, certainly in public lives, that can define a person...<br /><br />For those of us old enough to remember the Reagan presidency, seeing the clips again in the wake of his death makes it seem like those events happened just yesterday, or last week. The voice, the expressions, are all so familiar. But for a large percentage of people, these events might as well have happened fifty years ago, if not more. They are part of the distant past. President Reagan is a name, and not much more. President Gorbachev is another name, and not much more. So how can we remember these two men who had such a huge impact on their country?<br /><br />Reagan and Gorbachev worked together to tear down the Berlin Wall and to steer their superpower nations away from nuclear confrontation",id,imdb,msp
184,imdb,rte,"Wow. We watched this film in the hopes that it would have at least some decent rock climbing scenes. We were disappointed there, but it was still a great movie! It was soooo cheesy it was great! I haven't laughed so hard at a movie in a long time. If you are into rock climbing, and you enjoy cheesy movies, then this one is absolutely for you!",id,imdb,msp
185,imdb,rte,"I have to give this movie a 4 because of a couple of things.<br /><br />1. What I'll call the ""stupid victim syndrome"". If you have the killer on the floor and you have his gun - shoot him please. If you are a cop and you have your shotgun pointed at the killer's back - shoot him please.<br /><br />2. When you are in a high stress situation and you have your finger on the trigger of a gun - your first instinct is to squeeze. This is one of the first things they teach you in handgun training and the reason that you don't put your finger on the trigger until you are ready to fire - ask any hunter or infantryman. If you are electrocuted, your muscles should also contract - making you squeeze your finger.<br /><br />3. It's really hard to lay on the floor completely still for 8 hours without 2 other people - one of them a doctor - not noticing that you aren't dead. Even more so if you are supposedly dying of a brain tumor and were in the hospital just a few months earlier.<br /><br />4. Technically, the killer did kill one of his victims - the guy he injected with poison that had to get the antidote. If you poison someone, that is murder.<br /><br />5. What was Adam's lesson that he was supposed to learn? Yes, the doctor needed to be there, but what was Adam's crime? Maybe I just missed something.<br /><br />Other than those things, I would have given this movie a higher grade. The plot was pretty good, and the ways the killer chose to kill his victims were very inventive. I can even forgive the terrible acting on the doctor's part - the scenes with his family were enough to make me sick. The cinematography and soundtrack were very good, but the ending seemed contrived and just didn't work for me. Thank goodness I didn't have to pay to see this or I would have demanded a refund.",id,imdb,msp
186,imdb,rte,"My daughter liked it but I was aghast, that a character in this movie smokes. As if it isn't awful enough to see ""product placement"" actors like Bruce Willis who smoke in their movies - at least children movies should be more considerate! I wonder: was that intentional? Did big tobacco ""sponsor"" the film? What does it take to ban smoking from films? At least films intended for children and adolescents. My daughter liked it but I was aghast, that a character in this movie smokes. As if it isn't awful enough to see ""product placement"" actors like Bruce Willis who smoke in their movies - at least children movies should be more considerate! I wonder: was that intentional? Did big tobacco ""sponsor"" the film? What does it take to ban smoking from films? At least films intended for children and adolescents.",id,imdb,msp
187,imdb,rte,"Yeah it may not be for adults, and some adults may find it stupid, but if you don't think about it it's really not that bad.<br /><br />The story has Alvin and his gang, going across the world, in search of jewels for a bad person, and the misadventures that they come in contact with.<br /><br />So the animation is good, and the story is cute, and the songs are forgettable but it's a good movie.<br /><br />I give it a 6 out of 10 or *** out of 4 stars.",id,imdb,msp
188,imdb,rte,"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",id,imdb,msp
189,imdb,rte,This movie turned out to be better than I had expected it to be. Some parts were pretty funny. It was nice to have a movie with a new plot.,id,imdb,msp
190,imdb,rte,"I would love for members of the cast and crew to sit down and do an audio commentary on this movie! All of the different places that they went to film this movie! Should provide for some very good anecdotes! Fans of this movie would love to know:<br /><br />What kind of permission did they have to get to film at certain locations?<br /><br />Were there any memorable outtakes?<br /><br />Were there any scenes that were deleted?<br /><br />What challenges did the cast and the crew face?<br /><br />Did any actors have stunt doubles?<br /><br />What was it like to work with other members of the cast?<br /><br />Were any of the scenes ad libbed?<br /><br />What are members of the cast and crew up to now?<br /><br />What locations are still there, and what locations are no longer there, or are now a different business?<br /><br />It is one thing to read trivia about this movie on this site and other web sites. But there is just no comparison to getting it straight from the horse's mouth!<br /><br />Come on, guys! Get together and do a commentary! Never walk away from a challenge! Go for the gusto!",id,imdb,msp
